SCHOOL_YEAR,SCH_NAME,LEA_NAME,STATE,ST,MCITY,MSTATE,NCESSCH,SCHID,LAT,LON,LOCALE
2023-2024,LEWISVILLE H S,LEWISVILLE ISD,TEXAS,TX,LEWISVILLE,TX,482730003072,4803072,33.039895,-97.019041,21
2023-2024,MARCUS H S,LEWISVILLE ISD,TEXAS,TX,FLOWER MOUND,TX,482730005770,4805770,33.064443,-97.062779,21
2023-2024,THE COLONY H S,LEWISVILLE ISD,TEXAS,TX,THE COLONY,TX,482730006291,4806291,33.075876,-96.887042,21
2023-2024,HEBRON H S,LEWISVILLE ISD,TEXAS,TX,CARROLLTON,TX,482730008195,4808195,33.035521,-96.858636,21
2023-2024,FLOWER MOUND H S,LEWISVILLE ISD,TEXAS,TX,FLOWER MOUND,TX,482730008196,4808196,33.032708,-97.082049,21
2023-2024,LEXINGTON H S,LEXINGTON ISD,TEXAS,TX,LEXINGTON,TX,482733003076,4803076,30.414919,-97.004756,43
2023-2024,LIBERTY-EYLAU H S,LIBERTY-EYLAU ISD,TEXAS,TX,TEXARKANA,TX,482739003079,4803079,33.390427,-94.0886,13
2023-2024,LIBERTY HILL H S,LIBERTY HILL ISD,TEXAS,TX,LIBERTY HILL,TX,482742003085,4803085,30.682475,-97.953559,41
2023-2024,STEP - JJAEP,LIBERTY HILL ISD,TEXAS,TX,GEORGETOWN,TX,482742009428,4809428,30.61834,-97.659021,13
2023-2024,LIBERTY H S,LIBERTY ISD,TEXAS,TX,LIBERTY,TX,482745003087,4803087,30.0749,-94.7877,32
2023-2024,LINDALE H S,LINDALE ISD,TEXAS,TX,LINDALE,TX,482751003091,4803091,32.514253,-95.396751,31
2023-2024,LINDEN-KILDARE H S,LINDEN-KILDARE CISD,TEXAS,TX,LINDEN,TX,482754003097,4803097,32.97821,-94.313343,43
2023-2024,LIT CYPR-MRCEVILLE H S,LITTLE CYPRESS-MAURICEVILLE CISD,TEXAS,TX,ORANGE,TX,482769003105,4803105,30.164824,-93.756748,31
2023-2024,LITTLE ELM H S,LITTLE ELM ISD,TEXAS,TX,LITTLE ELM,TX,482772003111,4803111,33.181484,-96.907019,21
2023-2024,LITTLEFIELD H S,LITTLEFIELD ISD,TEXAS,TX,LITTLEFIELD,TX,482775003112,4803112,33.9165,-102.3425,32
2023-2024,LIVINGSTON H S,LIVINGSTON ISD,TEXAS,TX,LIVINGSTON,TX,482778003118,4803118,30.719822,-94.96899,33
2023-2024,LIVINGSTON H S ACADEMY,LIVINGSTON ISD,TEXAS,TX,LIVINGSTON,TX,482778013296,4813296,30.719822,-94.96899,33
2023-2024,LLANO H S,LLANO ISD,TEXAS,TX,LLANO,TX,482781003121,4803121,30.733,-98.6819,43
2023-2024,LOCKNEY H S,LOCKNEY ISD,TEXAS,TX,LOCKNEY,TX,482789003129,4803129,34.12102,-101.446508,43
2023-2024,LONDON H S,LONDON ISD,TEXAS,TX,CORPUS CHRISTI,TX,482799012600,4812600,27.689238,-97.479635,41
2023-2024,LONE OAK H S,LONE OAK ISD,TEXAS,TX,LONE OAK,TX,482802003137,4803137,32.986056,-95.931176,42
2023-2024,LONGVIEW H S,LONGVIEW ISD,TEXAS,TX,LONGVIEW,TX,482811003146,4803146,32.544968,-94.743574,13
2023-2024,LEAD ACADEMY H S,LONGVIEW ISD,TEXAS,TX,LONGVIEW,TX,482811012512,4812512,32.490006,-94.738176,13
2023-2024,LORENA HIGH,LORENA ISD,TEXAS,TX,LORENA,TX,482820003158,4803158,31.387545,-97.222533,41
2023-2024,LOS FRESNOS H S,LOS FRESNOS CISD,TEXAS,TX,LOS FRESNOS,TX,482829003163,4803163,26.082946,-97.473172,22
2023-2024,LOUISE H S,LOUISE ISD,TEXAS,TX,LOUISE,TX,482835003167,4803167,29.112376,-96.408886,42
2023-2024,LOVEJOY H S,LOVEJOY ISD,TEXAS,TX,LUCAS,TX,482838010525,4810525,33.101881,-96.613431,21
2023-2024,DUPRE ACADEMY H S,LUBBOCK ISD,TEXAS,TX,LUBBOCK,TX,482850007030,4807030,33.576402,-101.860203,11
2023-2024,CORONADO H S,LUBBOCK ISD,TEXAS,TX,LUBBOCK,TX,482850010889,4810889,33.564834,-101.914535,11
2023-2024,ESTACADO H S,LUBBOCK ISD,TEXAS,TX,LUBBOCK,TX,482850010890,4810890,33.608593,-101.820197,11
2023-2024,LUBBOCK H S,LUBBOCK ISD,TEXAS,TX,LUBBOCK,TX,482850010891,4810891,33.578657,-101.860875,11
2023-2024,MONTEREY H S,LUBBOCK ISD,TEXAS,TX,LUBBOCK,TX,482850010892,4810892,33.550671,-101.88557,11
2023-2024,LUEDERS-AVOCA H S,LUEDERS-AVOCA ISD,TEXAS,TX,AVOCA,TX,482853003223,4803223,32.865332,-99.715599,42
2023-2024,STUBBLEFIELD LRN CTR,LUFKIN ISD,TEXAS,TX,LUFKIN,TX,482855007163,4807163,31.30466,-94.742501,33
2023-2024,LUFKIN H S,LUFKIN ISD,TEXAS,TX,LUFKIN,TX,482855007762,4807762,31.335956,-94.687826,33
2023-2024,LULING H S,LULING ISD,TEXAS,TX,LULING,TX,482859003239,4803239,29.677746,-97.654091,32
2023-2024,LYFORD H S,LYFORD CISD,TEXAS,TX,LYFORD,TX,482862003241,4803241,26.410383,-97.80029,32
2023-2024,LYTLE H S,LYTLE ISD,TEXAS,TX,LYTLE,TX,482865003246,4803246,29.236923,-98.807006,42
2023-2024,MABANK H S,MABANK ISD,TEXAS,TX,MABANK,TX,482868003248,4803248,32.372802,-96.110345,32
2023-2024,MADISONVILLE H S,MADISONVILLE CISD,TEXAS,TX,MADISONVILLE,TX,482871003251,4803251,30.945,-95.9056,43
